id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,Country,abbreviation,fullname
tm407318,Sof?a Ni?o de Rivera: Natural Selection,MOVIE,"If it were up to this Mexican comedian, marriage proposals would occur in the middle of a couple's biggest argument.",2018,NA,61,['comedy'],MX,NA,tt7607378,6.9,237,1.156,6,Mexico,,
tm172482,Sohni Mahiwal,MOVIE,"Shahjada Ijjat Beg comes to India with his caravan and settles in a town in Gujrat. Here he falls in love with Sohani, who keeps a shop in metal pots. Ijjat Beg buys pot from her with whatever money he had and they were attracted to each other. Sohni dispensed with her servant and kept Ijjat Beg instead. This gave them more opportunity to meet. This was a scandal in the town and Sohni was perforce married to Rehaman who was slightly off his head. Sohni continued her meeting Ijjat Beg who went out fishing. When the atmosphere became to hot for them they jointly took a water grave for their love.",1984,NA,160,"['romance', 'action', 'drama']",IN,NA,tt0807047,6.1,297,2.002,5.8,India,,
tm882875,Sol Levante,MOVIE,A young warrior and her familiar search for the sacred place said to fulfill wishes. It's best not to anger the ancient guardians and spirits.,2020,NA,4,['scifi'],JP,NA,NA,NA,NA,3.749,5.4,Japan,,
tm52871,Soldier,MOVIE,The story follows a young man (Bobby Deol) who flees India and arrives in Australia seeking vengence for something that started in India. In Australia he meets and falls in love with the daughter of a rich and powerful man(Suresh Oberoi). The story keeps the covers on Bobby Deols plan until the end when everything is revealed as to why he is a SOLDIER.,1998,NA,156,"['thriller', 'action', 'drama', 'romance']",IN,NA,tt0211634,6.2,3025,2.471,5.7,India,,
tm427293,Solo,MOVIE,"After falling off a cliff and suffering substantial injures, for 48 long hours a young surfer must face a merciless nature and his own physical and mental agony to try to survive.",2018,NA,100,"['thriller', 'drama', 'romance', 'sport', 'european']",ES,NA,tt6699860,5,2747,8.387,5.5,Spain,,
tm439678,Solo el amor,MOVIE,"A love story between a young lawyer called Emma and a Noah, a rock star.",2018,NA,93,"['romance', 'drama', 'music', 'comedy']",AR,NA,tt7608430,4.7,68,8.878,5.3,Argentina,,
tm441232,Someone Great,MOVIE,"An aspiring music journalist lands her dream job and is about to move to San Francisco when her boyfriend of nine years decides to call it quits. To nurse her broken heart, she and her two best friends spend one outrageous last adventure in New York City.",2019,R,92,"['romance', 'comedy']",US,NA,tt8075260,6.2,21501,12.918,6.4,United States,,
tm354644,Something Huge,MOVIE,"Dani Tom?s (Berto Romero) is a television screenwriter disillusioned and bored of his work. One day he receives unexpected news: for a legal error he must repeat eighth grade. Now, he returns to a world he already thought he had forgotten, living new experiences and experiencing a multitude of unexplained situations and hilarious events. But he will not be alone in this epic adventure, because he will have the help of the peculiar director of the school (Carlos Areces), a police officer (Antonio de la Torre, May God forgive us) and an enigmatic classmate (Carolina Bang).",2017,NA,86,"['comedy', 'european']",ES,NA,tt5674698,4.4,479,4.13,3.9,Spain,,
tm148270,Something's Gotta Give,MOVIE,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",2003,PG-13,128,"['romance', 'drama', 'comedy']",US,NA,tt0337741,6.7,120400,15.068,6.6,United States,,
tm188108,Sommore: Chandelier Status,MOVIE,"Sommore, the funniest and most elegant comedian on the scene, brings her unique brand of hip-hop comedy to this filmed stage show, shot on location in Miami, Florida. Tackling everything from the mundane lyrics of hit songs to the peculiar phenomenon of celebrities with no apparent skill or talent, Sommore also adds in some self deprecating humor that will have you laughing out loud.",2013,NA,75,['comedy'],US,NA,tt3012832,6.6,95,0.995,7,United States,,
tm571645,Sommore: The Reign Continues,MOVIE,"Self-proclaimed ""Queen of Comedy"" Sommore storms the stage to deliver a riotous stand-up performance in Charlotte, North Carolina.",2015,R,93,['comedy'],US,NA,tt4172758,6.9,76,1.839,7,United States,,
tm428982,Son Of Adam,MOVIE,"To escape conviction on criminal charges, a businessman agrees to aid a risky police mission, but his motives soon turn suspicious.",2018,NA,109,['thriller'],EG,NA,NA,NA,NA,1.459,6,Egypt,,
tm426630,Soni,MOVIE,"Soni, a young policewoman in Delhi, and her superintendent, Kalpana, have collectively taken on a growing crisis of violent crimes against women. However, their alliance suffers a major setback when Soni is transferred out for alleged misconduct on duty.",2019,NA,97,"['crime', 'drama']",IN,NA,tt6078866,7.1,2752,9.44,6.9,India,,
tm360945,Soorma,MOVIE,"Soorma, a comeback story of the hockey legend Sandeep Singh is a biopic that chronicles the life and times of the famed hockey player.",2018,PG-13,131,"['drama', 'sport']",IN,NA,tt7690638,7.4,5103,2.69,7.5,India,,
tm466544,Sooryavanshi,MOVIE,"A fearless, faithful albeit slightly forgetful Mumbai cop, Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India pulls out all the stops and stunts to thwart a major conspiracy to attack his city.",2021,NA,145,"['action', 'crime', 'thriller']",IN,NA,tt9531772,6.5,75199,118.206,5.8,India,,
tm310953,Sorry to Bother You,MOVIE,"In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success ??which propels him into a macabre universe.",2018,R,111,"['fantasy', 'scifi', 'drama', 'comedy']",US,NA,tt5688932,6.9,75653,14.691,6.8,United States,,
tm44749,Sorry to Disturb,MOVIE,"Hassan, a brilliant aviation engineer struggles with loneliness and depression while trying to design his exceptional project.",2008,NA,116,"['thriller', 'comedy', 'drama', 'romance']",EG,NA,tt1282371,8,5824,4.825,6.4,Egypt,,
tm198842,Souk Bazaar,MOVIE,"Kahraman is a naive and right-minded guy. In a lovely Anatolian town, he earns a living as an attendant in a Turkish bath inherited from his great grandfathers. One day, a wealthy constructor named Tuncay wants to demolish the bath and the marketplace it is located in, and build a mall in their place. Barber Cemil, Kahraman's enemy, convinces the craftsmen in the marketplace and collaborates with Tuncay to start the demolishment immediately. Kahraman does not want the marketplace he was born into to be demolished and he does not believe in the empty promises of Tuncay.",2015,PG,97,['comedy'],TR,NA,tt4324242,5.2,1891,2.834,5.1,Turkey,,
tm160132,Soul Surfer,MOVIE,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.",2011,PG,112,"['drama', 'family', 'sport']",US,NA,tt1596346,7,49101,44.641,7.1,United States,,
tm234703,Soul Thieves,MOVIE,"In 1815, during the Mexican Independence movement, a group of soldiers fighting for Spain take shelter at a ranch where a group of sisters support the other band, the insurgents who are fighting for freedom.",2015,NA,88,['horror'],MX,NA,tt4990706,5,275,5.002,5.6,Mexico,,
tm936519,Soulmate,MOVIE,A romantic film presenting a love story that is both sweet and bitter. Can love be found amidst clashes and troubles?,2020,NA,106,['romance'],EG,NA,NA,NA,NA,1.54,5.8,Egypt,,
tm876608,Sounds Like Love,MOVIE,"Fashion assistant Maca has just about got her life together after a devastating breakup, when Leo, the man who broke her heart returns. Seeking support from best friends, Adriana and Jime, all three will learn love can be complicated.",2021,NA,110,"['comedy', 'music', 'romance', 'drama']",ES,NA,tt11698662,5.4,2023,51.231,6.5,Spain,,
tm1037800,Soy Rada: Serendipity,MOVIE,"The delightful Argentine comic Agust?n Aristar?n (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music.",2021,NA,70,"['comedy', 'drama']",AR,NA,tt14540480,6.1,73,10.367,4.5,Argentina,,
tm458292,Space Sweepers,MOVIE,"When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",2021,R,136,"['scifi', 'fantasy', 'action', 'drama']",KR,NA,tt12838766,6.5,24659,69.534,7.1,"Korea, Republic Of",PK,Pakistan
tm328052,Sparring,MOVIE,"Steve Landry, an aging boxer with more losses than wins, accepts to become a sparring partner for an emerging champion in a last-ditch attempt to stay relevant.",2017,NA,95,"['drama', 'sport', 'european']",FR,NA,tt7222552,6.4,614,5.892,5.8,France,,
tm192199,Spawn,MOVIE,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",1997,PG-13,96,"['fantasy', 'horror', 'scifi', 'thriller', 'action', 'drama']",US,NA,tt0120177,5.2,67761,15.124,5.3,United States,,
tm175812,Special 26,MOVIE,"In the early 1980s in India, a group of con artists rob well-known businessmen and politicians by posing as officers of the Central Bureau of Intelligence or income tax officials. The gang stages fake raids during which they steal great amounts of money from their targets.",2013,NA,144,"['thriller', 'crime', 'drama']",IN,NA,tt2377938,8,55489,7.378,7.3,India,,
tm238661,Special Correspondents,MOVIE,A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,2016,PG-13,100,['comedy'],US,NA,tt4181052,5.8,23669,14.187,5.7,United States,,
tm204035,Spectral,MOVIE,A special-ops team is dispatched to fight supernatural beings that have taken over a European city.,2016,PG-13,109,"['scifi', 'action', 'thriller']",US,NA,tt2106651,6.3,58407,38.64,6.4,United States,,
tm420181,Spelling the Dream,MOVIE,"Since 1999, 18 of the last 22 winners of the Scripps National Spelling Bee have been Indian-American, making the incredible trend one of the longest in sports history. ??reaking the Bee??is a feature-length documentary that explores and celebrates this new dynasty while following four students, ages 7 to 14, as they vie for the title of spelling bee champion.",2020,NA,82,['documentation'],US,NA,tt6193522,6.9,716,5.741,7.7,United States,,
tm498803,Spenser Confidential,MOVIE,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals.",2020,R,111,"['thriller', 'comedy', 'crime', 'action', 'drama']",US,NA,tt8629748,6.2,85270,21.731,6.5,United States,,
tm347850,SPF-18,MOVIE,"18-year-old Penny Cooper spent years pining for Johnny Sanders Jr., but when a mysterious musician shows up on the beach, Penny is torn.",2017,PG-13,75,"['romance', 'drama', 'sport']",US,NA,tt7296862,3.2,5122,17.736,4.4,United States,,
tm981956,Spirit Riding Free: Ride Along Adventure,MOVIE,Join Lucky and her friends on an interactive mission to save Maricela?? beloved mare from greedy horse thieves who've taken her captive with a wild herd.,2020,NA,22,"['animation', 'action', 'drama', 'family', 'western', 'comedy']",US,NA,tt13453940,5.9,60,2.994,8.7,United States,,
tm845607,Spirit Riding Free: Spirit of Christmas,MOVIE,"Lucky and her friends venture into town on Christmas Eve in an attempt to fulfill their holiday plans. But when distractions lead to delays, they must figure out how to get home in time for Christmas in the middle of a serious snowstorm!",2019,PG,45,"['animation', 'action', 'comedy', 'drama', 'family']",US,NA,tt11313068,5.2,122,13.018,7,United States,,
tm414340,Spivak,MOVIE,"A self-loathing, failed Eastside novelist living in the ??ipster??neighborhood of Echo Park in Los Angeles is shocked to find himself falling in love with everything he hates, including a simple All-American blonde girl from the Westside.",2018,NA,91,['comedy'],US,NA,tt6342110,5.6,732,3.649,5.6,United States,,
tm352863,Splatter,MOVIE,"After self-righteous rockstar Johnny Splatter puts a bullet in his own head, only five people are chosen to attend the reading of his will: the manager, the shrink, the guitarist, the lover, and the groupie. Will they get what they came for, or what Splatter thinks they deserve?",2009,NA,29,['horror'],US,NA,tt6999072,NA,NA,2.047,3.4,United States,,
tm960145,Spoiled Brats,MOVIE,"A millionaire wants to help his spoiled children be better people, so he tricks them and pretends that the family lost the fortune on which the entitled young people had relied.",2021,NA,95,['comedy'],FR,NA,tt13079150,6.1,5361,81.348,6.3,France,,
tm845588,Spookley and the Christmas Kittens,MOVIE,Spookley and Mistletoe encounter three stray kittens for whom they must brave a raging winter storm to find a home.,2019,NA,44,['animation'],US,NA,NA,NA,NA,2.076,NA,United States,,
tm80487,Spookley the Square Pumpkin,MOVIE,"Dare to be square! In a world where ""The only good pumpkins are round pumpkins!"" SPOOKLEY THE SQUARE PUMPKIN is often teased by the other pumpkins because of his odd shape. Soon, Spookley is befriended by Edgar, Allan and Poe, three hilarious spiders, who convince Spookley that square or not, he has a right to be the ""Pick of the Patch"" on Halloween. ""A square pumpkin the Pick of the Patch?"" Not if mean round pumpkins Big Tom and Little Tom can help it. These two bullies tease and taunt Spookley because of his square roots. Encouraged to continue to become the ""Pick of the Patch"" by kindly Jack the Scarecrow and his bat sidekicks, Boris and Bella, Spookley isn't sure he has what it takes until a mighty storm threatens to destroy the entire patch. As the storm rolls the round pumpkins uncontrollably across the patch towards the raging river, Spookley realizes ""it's fine to be round while the weather is fair, but there are times it's better to be a square!""",2004,G,47,"['family', 'animation']",US,NA,NA,NA,NA,3.355,4.6,United States,,
